Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
22412,1990,9,26,0.02,165.0,-0.8,0.1,75.5,29.27,29.3489
22413,1992,6,22,-2.02,-155.0,-0.2,-2.7,78.9,27.94,28.196022
22414,1993,1,7,-2.03,-124.94,-7.2,-1.7,80.2,24.44,24.562159
22415,1988,7,12,0.03,-169.5,-7.0,1.4,80.2,27.02,27.25974
22416,1992,10,20,-2.16,-170.0,-5.9,-2.3,77.0,27.1,27.522348
22417,1995,6,9,4.99,156.0,-4.0,-3.3,80.4,28.61,28.854023
22418,1986,9,20,2.0,165.0,2.2,-2.4,80.4,26.98,28.705807
22419,1993,5,13,-2.18,-170.0,2.3,-0.1,82.0,28.28,29.117386
22420,1996,7,13,9.0,-140.2,-0.8,-0.6,92.1,26.05,27.314089
22421,1996,8,3,-7.97,-179.9,-6.8,3.9,71.0,28.4,29.292374
22422,1992,12,23,-4.97,-140.0,-6.5,-5.1,77.3,26.44,26.33651
22423,1990,12,14,8.06,165.0,-6.5,-5.1,84.0,28.56,28.80387
22424,1994,10,3,0.0,156.0,-6.5,-5.1,84.0,28.56,28.879812
22425,1995,9,7,-2.0,156.0,-2.1,0.6,65.4,28.19,29.220072
22426,1992,8,19,-5.02,-155.0,-4.4,-4.0,80.9,27.7,27.92115
22427,1990,8,1,5.0,147.0,-4.4,-4.0,80.9,26.83,28.362131
22428,1987,12,31,2.06,-110.1,-5.2,4.2,80.9,25.95,25.39399
22429,1991,9,19,8.98,-140.2,5.8,-3.8,88.7,27.12,28.212105
22430,1995,12,12,8.02,165.0,5.8,-3.8,85.6,27.12,28.826143
22431,1994,11,4,0.04,-179.9,5.2,2.0,80.2,28.77,29.619976
22432,1992,3,26,4.99,-170.0,-5.7,-0.8,85.9,26.39,27.639349
22433,1996,4,29,0.01,156.1,-3.4,-2.5,75.3,28.55,28.97297
22434,1992,10,10,-5.0,165.1,0.5,2.8,75.3,26.69,28.942251
22435,1988,4,9,-0.05,165.0,0.5,2.8,75.3,26.69,28.660133
22436,1995,10,22,-8.29,-155.0,-3.3,-6.8,75.2,27.48,28.06963
22437,1990,5,18,4.99,-110.0,-3.2,5.4,75.2,27.36,27.627508
22438,1995,5,17,1.97,-125.06,-2.6,3.3,88.0,24.77,25.04628
22439,1994,1,5,-8.01,-170.0,0.8,-5.7,88.0,24.77,27.028736
22440,1993,1,22,8.03,-110.06,3.4,6.9,88.0,24.77,26.95049
22441,1989,1,9,1.95,-140.2,-6.3,2.1,88.0,23.61,24.321028
22442,1990,7,1,5.0,147.0,-6.3,2.1,88.0,27.88,28.569561
22443,1996,12,4,0.0,-140.0,-7.2,1.0,77.1,24.12,23.901775
22444,1989,6,13,5.03,-140.0,-2.9,3.5,77.1,25.66,26.879356
22445,1995,2,10,-2.1,-124.9,-6.9,0.7,86.7,26.61,26.105062
22446,1991,7,31,5.01,-110.0,-1.6,7.3,86.7,26.44,27.431908
22447,1988,3,27,-0.05,-109.9,-2.5,-0.9,86.7,22.55,22.85349
22448,1993,7,23,-2.18,-170.0,-5.6,-3.3,75.8,28.88,28.866014
22449,1991,9,9,2.0,-155.0,-5.3,3.1,75.8,26.9,26.870207
22450,1992,9,16,-0.01,156.0,4.4,-0.6,74.9,26.56,28.811623
22451,1986,1,10,2.15,-110.25,4.4,-0.6,74.9,24.19,25.273523
22452,1996,4,3,-8.06,-109.94,-6.8,1.7,78.0,26.98,26.515078
22453,1996,2,19,4.91,-139.9,-6.2,1.6,92.4,25.06,26.412687
22454,1994,9,24,-1.94,164.4,-2.3,1.7,76.4,28.77,29.285755
22455,1993,9,16,4.98,-170.0,-1.6,-1.5,82.5,28.66,28.982359
22456,1985,7,4,0.1,-110.0,-5.0,3.7,82.5,22.4,22.399858
22457,1986,7,15,2.15,-110.25,-5.0,3.7,82.5,24.34,24.62867
22458,1996,3,15,-4.99,-170.0,-1.2,-4.9,80.0,27.08,28.226936
22459,1993,6,26,2.01,156.0,4.7,-0.2,87.5,26.56,28.597256
22460,1993,7,11,1.95,-125.0,-7.4,3.0,75.4,25.34,25.257462
22461,1996,9,17,-7.96,-125.0,-6.5,1.2,72.9,25.56,25.67404
22462,1993,12,10,-7.98,165.0,0.7,4.6,83.0,28.47,29.529787
22463,1996,10,24,1.97,-170.0,-6.7,2.3,79.2,27.27,27.36865
22464,1996,8,15,-2.17,-170.0,-5.9,1.1,78.1,28.14,28.354942
22465,1994,7,18,5.02,-155.0,-2.9,-0.5,78.1,28.19,28.31231
22466,1996,11,27,2.02,156.0,-0.6,2.8,80.0,28.9,29.319086
22467,1993,1,1,-0.02,-170.0,-1.7,-0.8,85.5,26.53,27.406147
22468,1993,1,19,5.0,-109.94,-1.3,1.4,85.5,26.0,27.100586
22469,1996,12,13,-4.97,-110.0,-7.6,2.5,82.1,23.17,22.802073
22470,1996,6,13,4.9,-139.9,-6.9,0.1,77.4,27.34,27.444702
22471,1994,2,8,8.05,165.1,-4.9,-4.8,73.2,27.58,28.511652
22472,1994,5,22,0.0,156.0,0.8,-2.9,75.2,28.86,29.14164
22473,1996,6,11,2.04,-110.1,-3.9,5.4,80.8,24.95,25.25647
22474,1996,8,14,0.0,156.1,-5.7,0.9,69.9,29.42,29.33703
22475,1996,1,16,4.99,-170.0,-5.0,1.4,91.7,25.47,27.295887
22476,1990,4,22,1.97,147.0,-5.0,1.4,91.7,28.12,28.586863
22477,1990,9,20,0.01,165.0,-5.0,1.4,91.7,28.12,28.821815
22478,1994,1,21,-1.98,156.0,2.0,-0.9,82.8,28.9,29.059704
22479,1991,12,18,-0.02,-169.5,0.8,-0.9,82.8,28.9,29.079739
22480,1994,4,23,-0.08,155.9,-1.7,-2.3,78.8,27.7,28.754812
22481,1994,6,25,-2.01,-140.0,-5.3,0.1,82.3,27.08,26.831434
22482,1995,6,29,0.0,-95.0,-2.6,4.8,82.3,22.44,22.706076
22483,1992,3,12,-5.0,-140.0,-4.6,-0.1,82.3,27.72,27.636162
22484,1983,2,27,0.01,-94.75,2.0,-0.7,82.3,28.97,27.885555
22485,1994,7,22,-4.99,156.0,-7.5,2.0,86.8,26.12,28.388794
22486,1993,7,5,-4.97,-179.9,-3.1,-0.1,79.3,28.95,29.658915
22487,1995,12,15,5.05,-155.0,-3.1,-0.1,87.3,24.8,26.297558
22488,1996,8,18,2.05,-155.0,-5.2,-0.9,72.1,26.97,27.065252
22489,1993,4,27,-0.01,157.5,3.1,-0.8,85.2,27.25,28.720549
22490,1989,12,9,5.0,165.0,-3.8,0.0,85.2,28.05,28.861832
22491,1992,11,1,7.97,-155.0,0.3,5.6,85.2,27.98,28.414999
22492,1996,5,20,2.04,-110.1,-4.6,2.9,79.1,25.16,25.457539
22493,1994,2,20,-1.99,-155.0,-5.6,-1.6,72.9,25.16,25.883364
22494,1992,7,23,0.03,-140.0,-5.9,1.1,87.8,24.81,24.76962
22495,1988,10,31,8.99,-140.1,2.8,5.8,87.8,26.11,27.643862
22496,1996,7,9,1.97,-170.0,-6.5,-2.4,79.7,28.2,28.091915
22497,1993,5,11,0.01,-155.0,-3.0,-0.6,83.8,28.22,28.028433
22498,1995,2,26,-1.94,164.4,-2.3,-4.7,82.4,27.77,28.699518
22499,1995,4,17,-5.0,-139.9,-4.6,-2.1,81.1,28.02,27.811476
22500,1993,10,5,0.03,-124.4,-6.0,-0.1,85.1,24.52,23.855783
22501,1989,4,30,4.99,-110.0,-1.4,2.8,85.1,26.62,27.314093
22502,1993,4,7,-0.02,-124.4,0.2,-0.2,79.7,27.94,27.149778
22503,1995,1,13,5.04,165.0,-4.1,-3.1,90.6,27.36,28.358002
22504,1992,7,31,-5.01,-155.0,-4.6,-2.6,75.4,28.05,28.218493
22505,1994,4,4,0.01,-155.0,-3.7,-2.8,75.4,26.9,26.981674
22506,1993,6,14,-5.02,-170.0,-4.8,1.2,82.4,28.72,29.161219
22507,1994,10,3,-4.98,-155.0,-4.8,1.2,70.2,28.11,28.158188
22508,1995,7,11,8.0,-170.0,-5.0,-1.6,83.6,27.52,28.115995
22509,1994,4,17,-8.02,-109.94,-4.6,2.2,82.4,26.55,26.307625
22510,1993,7,18,2.01,-155.1,-7.8,1.2,75.6,28.34,27.938242
22511,1993,3,7,2.05,-110.2,0.8,-0.4,75.6,28.34,27.867687
22512,1996,11,15,2.02,156.0,-0.4,2.3,74.5,29.4,29.484535
22513,1993,3,10,1.97,-95.0,-5.5,0.2,82.8,27.62,27.347502
22514,1993,12,15,0.0,143.0,3.7,-1.1,86.2,28.23,29.094114
22515,1993,12,7,4.99,156.0,-3.5,-1.0,90.6,27.66,28.708673
22516,1993,11,23,5.05,165.0,4.5,1.0,81.3,29.06,29.38776
22517,1994,4,25,7.98,-170.0,-6.0,-1.1,81.3,27.06,27.711702
22518,1992,4,15,-5.0,165.1,-6.8,-3.5,81.3,26.31,28.34286
22519,1993,3,15,4.99,-170.0,-4.6,-4.4,80.9,27.78,27.977201
22520,1994,5,11,1.99,147.0,-4.6,-4.4,85.3,28.48,28.710745
22521,1996,4,21,-7.98,-125.0,-4.6,-4.4,80.8,27.33,27.148115
22522,1985,12,10,-5.01,-109.9,-4.6,-4.4,80.8,23.1,22.97077
22523,1995,11,6,-5.01,-139.9,-5.8,-2.0,82.0,25.66,25.841978
22524,1995,9,21,8.04,156.0,-4.7,-0.4,82.4,28.9,28.973814
22525,1995,1,16,0.0,147.0,1.7,-2.6,73.8,28.62,28.992907
22526,1994,10,7,-2.0,156.0,-1.5,1.3,73.8,28.72,29.29701
22527,1996,4,30,4.91,-139.9,-6.8,0.2,85.9,27.08,27.23675
22528,1994,3,10,-5.01,156.0,-1.9,-2.0,72.9,29.19,29.213377
22529,1988,10,30,6.95,-140.0,-1.5,6.3,72.9,25.05,26.972887
22530,1992,4,23,0.01,-110.0,-3.9,2.5,72.9,27.3,26.449434
22531,1996,1,4,2.06,-154.9,-6.4,1.8,76.6,25.42,26.016867
22532,1994,2,7,0.0,165.0,-1.1,-1.8,81.3,27.3,28.63092
22533,1996,7,13,5.08,-94.94,0.3,5.7,87.6,25.25,26.634995
22534,1992,1,30,2.02,-110.06,-2.6,2.4,83.2,26.92,27.135284
22535,1994,7,25,8.13,-124.94,-2.3,6.1,83.5,26.78,27.42772
22536,1991,12,23,5.01,147.1,-2.3,6.1,83.5,27.53,28.860834
22537,1995,10,26,-4.98,-155.0,-5.3,0.2,80.2,26.06,26.732958
22538,1992,8,7,-0.03,-170.0,-6.3,-1.2,78.1,27.95,27.921593
22539,1992,9,11,-0.02,160.5,-6.3,-1.2,86.7,26.72,28.466843
22540,1996,12,6,-8.02,-170.0,-1.6,-1.9,73.4,28.52,29.335611
22541,1996,11,20,0.0,156.1,6.0,-3.0,79.9,27.69,29.120459
22542,1996,8,3,-5.01,-139.9,-6.9,2.5,72.6,26.73,26.65681
22543,1996,5,25,0.01,156.1,1.0,-1.2,76.2,28.34,29.06825
22544,1996,12,21,1.98,-95.0,-1.4,5.9,89.2,23.31,23.520899
22545,1996,3,8,-0.21,-124.4,-1.4,0.4,89.2,24.53,24.53978
22546,1995,1,17,0.0,147.0,2.1,0.1,74.2,27.38,28.755241
22547,1992,9,12,-2.15,-170.0,-4.9,0.2,71.9,28.28,28.464573
22548,1995,9,25,-4.98,-155.0,-6.8,-2.0,81.0,26.31,26.77988
22549,1991,4,7,-5.01,-140.0,-3.0,-3.1,77.3,27.66,27.620054
22550,1995,7,26,-2.15,-170.0,-7.7,2.6,77.3,28.25,28.366257
22551,1994,3,12,-8.01,-170.0,-0.3,-1.9,77.3,28.25,29.442076
22552,1992,7,20,7.99,165.0,-0.6,-0.8,80.9,27.7,28.750605
22553,1985,8,6,-0.02,-124.56,-5.0,4.8,80.9,23.73,23.45784
22554,1987,3,16,-2.01,-110.0,-2.1,5.5,80.9,26.77,26.283272
22555,1993,10,19,0.0,156.0,-2.1,5.5,80.9,26.77,28.786594
22556,1989,5,2,0.0,-110.1,-2.4,2.4,80.9,25.39,24.841553
22557,1990,12,7,2.01,-110.1,-3.5,6.4,80.9,23.34,23.49284
22558,1991,11,2,0.03,-155.0,-4.5,0.9,79.7,27.83,27.411581
22559,1995,3,21,0.01,-110.0,-0.7,0.4,92.2,24.31,24.177351
22560,1993,12,30,-0.02,-94.94,-4.1,1.8,92.2,23.58,22.771486
22561,1991,10,12,-1.99,164.9,1.2,0.3,92.2,27.66,28.90344
22562,1986,4,13,-0.02,-140.0,-6.1,0.4,92.2,27.66,27.0162
22563,1984,9,3,0.04,-109.9,-2.8,1.8,92.2,21.06,21.145378
22564,1990,1,19,8.01,165.0,-7.1,-2.3,92.2,28.03,28.340414
22565,1994,5,20,2.03,137.0,5.0,0.2,81.6,28.62,29.06344
22566,1995,4,19,8.01,156.0,-7.5,-4.4,81.2,27.95,28.4908
22567,1995,9,30,5.03,165.0,-5.4,1.9,81.2,28.67,29.046175
22568,1996,11,30,-8.28,-155.0,0.2,-2.9,75.5,27.28,28.261429
22569,1994,10,6,-0.01,-94.94,-3.4,4.2,86.2,20.98,21.118372
22570,1995,7,23,0.01,-155.0,-6.4,-0.2,82.8,26.45,26.492426
22571,1992,9,10,8.04,-110.06,-6.4,-0.2,82.8,26.31,27.195484
22572,1989,2,20,8.98,-140.1,-8.1,-1.8,82.8,24.84,26.429728
22573,1994,3,21,-7.97,165.0,3.0,-0.9,81.8,29.39,29.496622
22574,1993,3,29,-1.95,-179.9,-3.7,-0.5,76.7,28.4,29.073868
22575,1995,8,23,-0.03,-170.0,-4.6,-1.0,83.0,26.56,27.1258
22576,1995,2,18,-2.0,-140.0,-2.9,-3.7,81.4,26.64,26.697086
22577,1993,6,2,-0.23,158.9,-2.9,-3.7,82.0,28.88,28.98754
22578,1995,1,10,-4.99,-124.9,-5.9,2.2,88.7,25.98,25.95699
22579,1982,10,31,0.04,-109.25,-4.2,4.4,88.7,25.9,24.7193
22580,1984,5,22,0.04,-109.9,-1.0,2.0,88.7,23.39,23.343422
22581,1994,8,25,-5.0,-110.0,-8.9,1.2,81.7,24.08,23.799597
22582,1994,9,23,2.0,-155.0,-1.0,5.7,78.0,26.78,27.090178
22583,1994,3,22,5.02,-140.0,-6.3,-2.8,87.6,27.84,27.406092
22584,1993,12,19,-8.02,-109.94,-8.7,2.0,80.9,24.92,24.390963
22585,1994,8,4,-2.0,-179.9,-1.9,-3.6,71.7,29.45,29.73353
22586,1994,8,25,5.07,-110.0,-3.9,4.0,77.5,25.34,26.516125
22587,1993,4,2,0.01,-155.0,-3.2,0.0,84.4,27.05,27.185179
22588,1994,4,8,-2.19,-170.0,-3.4,-0.6,83.1,27.38,28.045195
22589,1992,9,8,4.99,-154.9,-0.1,7.5,76.2,27.14,28.218351
22590,1993,8,31,2.01,-155.1,-4.7,0.7,74.4,26.53,26.760958
22591,1992,1,1,-2.04,-124.9,-4.6,2.9,77.3,26.84,26.546122
22592,1995,11,22,6.72,137.6,-2.5,-2.6,77.3,28.19,28.874645
22593,1994,5,10,5.02,-95.0,-2.5,-2.6,77.8,27.97,27.718233
22594,1995,3,7,-5.01,156.0,3.5,-4.0,77.8,28.52,29.108315
22595,1994,7,16,5.01,-154.9,-5.6,-1.6,77.8,28.31,28.175055
22596,1996,10,20,-5.01,156.0,-4.6,-2.8,84.5,26.86,28.673231
22597,1993,8,19,1.97,-95.0,-3.2,6.4,79.7,22.84,23.584383
22598,1996,8,1,6.75,137.6,7.1,0.2,80.3,27.6,28.906542
22599,1995,10,5,1.98,-170.0,7.1,0.2,77.9,26.55,27.75466
22600,1990,9,5,0.02,-140.0,-5.5,-0.9,84.0,24.69,24.594572
22601,1993,8,8,1.98,-95.0,-1.8,5.8,80.9,23.1,23.769989
22602,1994,7,10,0.03,-140.0,-5.8,-0.5,83.7,24.86,24.805546
22603,1991,9,30,8.01,165.0,-1.0,0.2,83.7,28.25,28.905367
22604,1989,1,3,1.93,-140.2,-5.8,1.4,83.7,22.61,23.594364
22605,1995,1,17,8.05,165.1,-7.0,-5.0,82.5,27.98,28.441626
22606,1994,11,14,-8.02,-170.0,-3.0,-3.1,78.9,29.02,29.617067
22607,1995,7,14,-5.0,-170.0,-3.1,-3.7,71.9,28.4,28.940836
22608,1993,8,1,-7.97,-125.0,-7.1,-0.1,71.9,28.4,27.627666
22609,1989,9,2,9.0,-140.2,-7.1,-0.1,71.9,28.4,27.612568
22610,1995,3,27,-8.27,-155.0,-3.7,-0.4,80.7,28.4,28.96264
22611,1993,9,26,-5.02,-124.9,-5.7,-0.6,80.5,25.83,25.598124
22612,1993,6,23,0.0,157.5,2.7,3.0,85.5,27.7,28.931595
22613,1995,12,10,4.99,-109.9,2.7,3.0,85.5,23.7,24.93091
22614,1990,12,13,-5.01,-140.0,-7.5,-1.3,75.0,26.62,26.41067
22615,1995,9,21,5.0,-109.9,-7.5,-1.3,62.8,24.97,26.037981
22616,1992,8,14,-5.0,165.1,5.3,-1.5,62.8,27.67,29.296873
22617,1994,1,14,2.0,137.2,5.3,-1.5,62.8,27.67,28.910608
22618,1992,12,1,-1.99,-95.0,-4.5,2.8,85.4,21.73,21.433485
22619,1993,6,18,0.0,156.0,5.4,-1.2,79.3,28.25,29.109201
22620,1994,7,10,2.0,-179.9,-3.5,0.6,79.3,28.77,28.95605
22621,1996,4,24,2.06,-155.0,-5.6,-3.9,77.4,26.88,27.058355
22622,1986,5,16,2.15,-110.2,-5.6,-3.9,77.4,25.62,25.612015
22623,1994,12,25,-1.94,164.4,7.7,-0.4,81.6,29.08,29.588736
22624,1987,7,30,-0.02,165.1,-1.5,2.7,81.6,28.38,29.02035
22625,1996,5,1,5.0,156.0,4.2,3.7,83.3,27.95,28.97229
22626,1993,10,26,-8.0,-170.0,4.2,3.7,73.0,28.9,30.22709
22627,1993,8,21,1.97,-125.0,-5.9,2.8,75.2,25.23,25.145315
22628,1996,11,14,1.96,-170.0,1.8,-0.5,73.2,26.72,27.50281
22629,1993,9,12,0.03,-140.0,-5.4,-1.1,82.2,25.12,24.94564
22630,1994,12,13,-7.98,-95.0,-5.2,2.2,75.9,22.6,22.572088
22631,1991,10,28,-7.99,165.0,-4.7,1.4,82.8,22.6,27.998816
22632,1991,11,14,1.99,165.0,0.2,5.3,75.8,29.38,29.514547
22633,1996,6,10,-5.01,-155.0,0.2,5.3,77.9,27.97,28.628906
22634,1987,11,1,5.02,-110.0,-1.5,7.4,77.9,26.05,26.824146
22635,1989,6,18,-4.97,-110.0,-6.5,4.7,77.9,25.28,25.022495
22636,1993,7,22,-2.0,-110.0,-4.0,1.9,91.4,23.77,23.50073
22637,1996,4,29,-1.99,-95.1,-2.2,-1.6,96.3,23.3,23.244453
22638,1993,10,31,2.0,-140.0,-7.2,1.8,96.3,26.3,25.953363
22639,1992,2,22,-7.99,165.0,4.1,3.8,82.0,28.1,29.28374
22640,1996,6,10,-8.03,-95.06,4.1,3.8,73.8,24.56,24.877342
22641,1994,6,15,-2.01,-124.9,-8.5,1.5,82.3,26.98,26.02424
22642,1994,1,9,0.0,165.0,4.1,1.0,83.3,26.98,28.685692
22643,1985,3,21,-0.03,-140.1,-6.6,1.9,83.3,25.28,25.254656
22644,1996,3,6,8.05,-94.94,-4.9,-0.5,84.6,26.97,27.308723
22645,1993,4,5,5.01,-179.9,-6.5,-3.6,80.9,27.52,28.024866
22646,1996,12,17,0.0,-155.0,-5.7,-2.1,82.5,25.69,25.744265
22647,1996,2,22,-5.01,156.0,2.2,-2.4,82.5,28.36,29.01104
22648,1993,7,3,0.0,157.5,-0.7,-1.8,79.7,28.44,29.013777
22649,1994,3,5,-2.19,-170.0,-6.8,-1.1,75.6,27.38,27.772633
22650,1995,5,13,8.04,-125.0,-2.7,-5.3,78.8,27.22,27.32076
22651,1996,2,15,4.99,-109.94,-2.7,-5.3,84.5,24.0,25.74797
22652,1994,3,6,-4.97,-110.0,-2.9,2.9,84.8,26.36,26.074448
22653,1988,7,6,-2.02,-109.94,-4.2,3.8,84.8,22.47,22.613659
22654,1996,5,16,5.08,-94.94,4.4,4.6,91.8,26.17,27.466377
22655,1993,4,16,2.03,137.0,4.4,4.6,82.0,28.53,29.061975
22656,1992,7,25,8.04,-110.06,4.4,4.6,82.0,25.45,27.306768
22657,1993,6,22,0.29,170.1,4.4,4.6,82.0,25.45,28.55563
22658,1992,4,13,-2.03,-155.0,-2.8,-4.1,78.5,29.16,28.858755
22659,1985,12,18,5.06,-110.0,-2.8,-4.1,78.5,23.88,24.813662
22660,1995,4,15,-5.01,156.0,1.9,-2.5,78.5,29.55,29.36231
22661,1996,12,25,5.05,165.0,-1.6,-2.0,85.9,27.25,28.771284
22662,1992,3,14,-5.0,-155.0,0.8,2.0,81.3,27.53,28.37769
22663,1995,6,2,8.01,-155.0,-4.4,-3.9,94.1,26.06,27.403614
22664,1994,8,7,1.99,-140.0,-5.3,4.4,83.1,26.12,25.970726
22665,1994,2,4,-0.02,-94.94,-0.5,0.4,83.1,24.95,24.824558
22666,1994,4,20,-8.01,-125.0,-4.3,0.9,83.1,24.95,25.563293
22667,1990,10,23,0.01,-110.06,-3.8,3.5,83.1,24.95,24.055468
22668,1992,10,15,-1.97,-140.0,-5.1,0.8,89.5,25.7,25.582512
22669,1985,4,23,-0.03,-140.1,-4.0,-0.3,89.5,25.7,25.725243
22670,1994,11,14,5.0,-170.0,-5.7,1.9,77.1,29.61,29.052465
22671,1985,7,31,-2.04,-110.0,-5.7,1.9,77.1,21.94,22.245157
22672,1986,4,27,-0.02,-140.0,-4.5,-0.4,77.1,21.94,22.88056
22673,1995,3,23,2.04,-110.1,-0.3,2.0,77.8,25.95,26.33639
22674,1995,10,5,-8.02,-95.06,-6.7,3.7,85.4,20.94,21.452265
22675,1994,12,9,0.04,-155.0,-5.6,-2.6,78.5,27.84,27.349232
22676,1994,9,12,5.06,-109.94,0.2,6.3,82.2,25.42,26.573025
22677,1996,11,28,8.02,-170.0,-6.5,3.5,83.0,27.64,28.283718
22678,1994,2,14,-2.02,-110.0,-6.0,0.3,89.9,25.69,25.292656
22679,1990,11,22,-1.51,-111.25,-5.6,4.4,89.9,23.12,22.649603
22680,1994,12,20,-2.0,-179.9,2.9,-2.1,85.0,27.67,28.85122
22681,1996,10,30,-0.02,-170.0,-5.4,0.0,67.5,26.4,26.913055
22682,1990,1,22,-5.0,-110.06,-5.4,0.0,67.5,23.56,24.257935
22683,1994,6,26,0.0,-155.0,-4.4,-0.3,79.5,27.12,27.158707
22684,1993,5,5,1.97,-95.0,-3.6,4.2,82.4,27.03,26.869356
22685,1994,12,9,7.99,-179.9,-6.4,-1.6,82.2,27.03,28.466537
22686,1994,5,22,1.96,-125.06,-5.5,1.6,75.7,26.81,26.5787
22687,1995,7,16,1.99,-170.0,-5.1,1.6,72.4,27.98,28.12186
22688,1993,10,13,-1.95,164.4,-0.5,3.7,83.4,27.69,29.04464
22689,1992,9,5,-1.98,164.4,-0.6,1.1,83.4,28.17,29.066835
22690,1996,11,5,-1.93,164.4,-5.7,-3.8,76.1,28.45,29.096115
22691,1992,8,14,9.0,-140.2,-0.9,3.9,83.6,26.84,27.488007
22692,1996,12,16,0.01,-140.0,-6.3,-0.7,81.3,24.14,24.018578
22693,1992,11,28,0.0,-124.4,-3.5,2.0,86.8,23.27,23.075584
22694,1994,2,23,1.99,137.4,-3.5,2.0,86.8,23.27,27.498055
22695,1996,5,11,5.0,156.0,-4.4,-3.5,87.2,27.34,28.454657
22696,1995,1,25,0.02,-110.0,-4.4,3.2,89.2,24.27,24.348894
22697,1994,6,30,5.06,-124.94,-6.6,2.5,80.3,27.27,27.433372
22698,1994,12,7,2.0,-95.0,-2.0,6.4,90.1,24.83,24.61738
22699,1994,6,14,-1.99,-155.0,-6.0,0.6,84.6,27.77,27.678415
22700,1992,5,1,-2.01,-110.0,-4.4,2.9,85.9,27.97,26.79087
22701,1995,7,11,8.04,-125.0,-1.6,3.0,73.6,27.89,27.760923
22702,1988,9,4,4.99,-140.0,-0.5,3.3,73.6,25.33,26.631191
22703,1996,8,23,-2.16,-170.0,-5.2,0.6,84.9,27.25,27.803135
22704,1996,3,17,5.01,137.0,-3.0,0.2,82.9,27.9,28.60604
22705,1992,8,21,5.0,-154.9,-4.5,2.4,76.2,27.73,28.098621
22706,1987,2,22,-2.01,165.0,6.5,-1.2,76.2,27.5,28.890661
22707,1982,1,3,-0.01,-94.94,0.2,4.9,76.2,23.16,23.74172
22708,1985,5,14,-0.03,-124.56,-3.7,0.8,76.2,24.7,24.440939
22709,1996,7,14,0.0,165.0,-4.6,-0.5,82.0,27.7,28.814013
22710,1996,6,20,1.97,-170.0,-3.8,-5.0,82.7,27.81,28.02712
22711,1992,12,24,2.04,137.0,-3.8,-5.0,79.7,28.14,28.827755
22712,1996,8,10,5.0,156.1,1.8,4.0,80.3,27.19,28.857298
22713,1996,11,17,2.01,-179.8,3.1,3.7,76.0,28.45,29.108372
22714,1991,9,2,-0.01,165.0,5.7,-3.8,84.4,26.55,28.698948
22715,1992,9,25,-2.02,-110.0,-5.8,3.0,84.4,22.47,22.41156
22716,1994,3,18,-8.01,-170.0,3.5,-5.1,84.4,22.47,25.594318
22717,1994,4,17,-4.99,-170.0,3.5,-5.1,78.6,28.92,29.871244
22718,1993,4,4,0.02,-179.9,5.4,-2.5,81.8,27.75,29.007439
22719,1996,5,8,-0.02,-155.0,-7.7,-2.1,83.9,26.81,26.641754
22720,1995,5,26,-2.02,-95.2,-1.4,2.4,83.9,23.34,23.412355
22721,1990,4,17,-1.99,165.0,-1.4,2.4,83.9,27.92,28.861917
22722,1988,8,11,-0.03,165.0,-1.4,2.4,83.9,27.92,28.91037
22723,1996,11,28,2.06,-155.0,-7.6,0.6,72.5,26.3,26.264761
22724,1989,2,21,-0.15,-139.9,-4.2,1.1,72.5,24.81,25.14197
22725,1996,1,5,0.0,-110.0,-1.6,2.3,72.5,24.81,24.9209
22726,1996,1,21,1.98,-125.3,-3.5,5.8,80.7,24.84,25.598824
22727,1994,7,18,5.0,156.0,-3.5,5.8,83.9,24.84,28.123976
22728,1996,4,2,-5.01,-155.0,-3.5,5.8,83.8,27.38,27.965578
22729,1994,12,9,-4.99,-155.0,-4.5,-3.5,79.0,27.95,27.988617
22730,1994,8,16,2.02,156.0,3.7,0.8,87.9,27.44,28.851454
22731,1988,7,25,0.15,-124.44,-6.2,1.6,87.9,21.44,21.728836
22732,1991,7,3,0.0,165.0,0.6,1.6,76.6,28.81,29.234722
22733,1995,10,21,-8.05,-109.94,-7.3,1.5,70.2,23.8,23.771744
22734,1989,10,14,-2.0,-110.0,-6.1,2.8,70.2,22.19,22.203348
22735,1993,11,24,2.04,-110.1,-6.1,2.8,80.2,24.62,24.442764
22736,1992,5,2,1.99,165.0,6.9,-4.9,80.2,28.3,29.039904
22737,1995,1,31,2.0,165.0,-4.2,-2.3,80.3,27.8,28.642687
22738,1996,10,7,-8.0,-170.0,-2.9,-0.8,78.3,28.52,29.30638
22739,1996,6,19,2.43,137.4,-2.9,-0.8,78.3,28.52,28.908504
22740,1996,3,25,8.03,-125.0,-5.9,-4.8,85.8,27.45,27.196693
22741,1994,5,24,2.02,156.0,-3.6,3.0,79.7,29.58,29.230488
22742,1995,12,9,-8.05,-109.94,-6.2,-0.4,82.8,23.95,23.840637
22743,1994,12,12,-8.27,-155.0,-2.3,-5.4,76.5,28.64,28.926231
22744,1990,5,18,8.95,-140.2,-4.1,-3.4,76.5,26.06,26.978168
22745,1994,8,29,5.04,165.0,2.5,-0.4,85.2,27.52,28.845512
22746,1995,12,5,-8.02,-95.06,-4.6,2.4,84.2,21.55,21.74023
22747,1989,9,28,-0.01,-169.5,-5.2,2.0,84.2,27.06,27.411587
22748,1988,8,5,1.94,-140.0,-5.2,2.0,84.2,24.73,24.90142
